,index,tweet,label
10,10087,"Free them all!

#ClimateStrikeOnline week 129

#FreeThemAll #FreeAlaa #FreeOcalan #FreeMariamTirab

#DigitalStrike #FridaysForFuture #ClimateStrike #klimatstrejk #klimat #climate #ClimateCrisis #klimatkris #UprootTheSystem https://t.co/eFh8hCJvS6",3
11,10095,@FFF_NYC_ protesting for more ambitious climate policy and climate Justice #FridaysForFuture #ClimateWeekNYC #UNGA https://t.co/cbDpY6msbs,1
12,10102,"#FridaysForFuture Week 92

The🌎is changing too fast &amp; in 10 years time it’ll probably be unrecognizable.We can do something to stop worst case scenarios &amp; demand #SystemChange/#ClimateAction or we can watch the🌍burn.Who are the bad guys?Fossil fuels,Factory farming&amp;rich people. https://t.co/5JbFKrBE2o",1
13,10105,"Love the artwork despite doubting its factual accuracy

Shouldn’t London be underwater due to #ClimateCrisis? Would Boris hold back the rising oceans? 🤔

I believe the UK must #RejoinEU and ACT NOW from a stronger position

@GretaThunberg #FridaysForFuture 🌍 needs your help 🙏🏼",1
14,10108,"""Natural Grocers is partnering with Beyond Pesticides to spread the word about protecting the insects that are vital to the stability of the food supply and the necessary transition to nontoxic pesticide use."" 
#FridaysForFuture #Sustainability #Grocery

https://t.co/nU75yLDzQ3",1
15,10113,"100% @TKobusiingye. We owe it to future generations to take #ClimateChange seriously. There truly is no time left for blah blah blah.

#FridaysForFuture
https://t.co/HpRd50ZHoQ",1
16,10117,"#FridaysForFuture cars, vans, trucks and buses produce more than 70% of #greenhousegas #emissions from #transport, according to @EUEnvironment. 

Could smart traffic lights be the answer?
👉 https://t.co/rs1vhBp2ax

#trafficlightday https://t.co/cYiFv2RKrc",3
17,10129,"School strike week 225. #FridaysForFuture #ClimateStrike #PeopleNotProfit
Blog - https://t.co/GHh9yr8MDB #HarryandMeghanNetflix #RT https://t.co/16Tb91Vm3X",3
18,10131,Boise Climate Strike!  #FridaysForFuture https://t.co/bLOLop9uH7,1
19,10135,"@twiff_bot @JanineClimate @Yusuf_ElWazzan @TomsTweeters @rhosking252 @endelstamberg @IsStratkotter @auber_fichess @fischerdata @mnyomb1 @F4FYStrikers @fffUttarPradesh #SchoolStrike even during the school holiday.
It's sad that it's necessary😔
#twiff, 8, #FridaysForFuture, Ireland, Dublin
https://t.co/jqmtDtYWqx",1
20,10137,It's Friday and my support goes to #FridaysForFuture #ClimateStrikeOnline #ClimateStrike,1
21,10147,Great job @annajanejoyner!  The entertainment industry needs to do a much better job integrating climate change into the stories they tell.  #ActOnClimate #FridaysForFuture https://t.co/mjqzTn6keQ,1
22,10153,"If it's not bio-degradable, it will bio-accumulate. 🌎 ♻️ 😋

#BreakFreeFromPlastic #FridaysForFuture",1
23,10160,"Climate strike in Bergen, Norway. #FridaysForFuture #ClimateJustice #GreenFriday @fff_bergen https://t.co/zp4Jp6PmbP",3
24,10166,"Do we believe in politicians more than we believe in ourselves? 🤦‍♀️

Are we easily herded by politicians into their #ClimateEmergency? 😬

Who has a reasonable plan?
#DontLookUp

Week 180

#ClimateEmergency 
#twiff, 1, #FridaysForFuture #Sweden,,Svedmyra, 2022-01-28 https://t.co/YiWmNBPwNj",3
25,10176,"Former Navy Secretary Ray Mabus on the Climate Crisis

https://t.co/8a224cDJj7

#FridaysForFuture
#ClimateCrisis
#ClimateStrike
#ClimateDenial
#EndFossilFuels
#Klimatalliansen
#ClimateTalk
#StandWithUkraine️
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees",3
26,10181,Week 48th my #ClimateStrike! #FridaysForFuture #NoWar https://t.co/d81pVsE61c,3
27,10183,".
How to Talk to Your Kids About #ClimateChange

via @cestmoiLanglois @outsidemagazine

https://t.co/KeVjRV5qn9

#Fridaysforfuture 
 #climateaction #climate  #children  #actonclimate #climatejustice  #globalwarming
 #",3
28,10185,Can we bring back the climate rallies?  #FridaysForFuture #SkolstrejkFörKlimatet,1
29,10188,"Save Congo Rain Forest.
@Riseupmovt  #FridaysForFuture https://t.co/tIsGrKQqFR",1
30,10199,We support youth climate leaders across the globe in calling on political leaders to act now to protect the earth for future generations #FridaysForFuture #PeopleNotProfit #MAPA @s_guilbeault @cafreeland @JonathanWNV https://t.co/c9JeIxNSqs,1
31,10204,"#ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #FridaysForFuture #ClimateChange #Greenwashing #Renewables    

Solar + batteries = 265g CO2 kWh
450g =soil rich with CO2 destroyed (installation) +Toxic waste dump from panels production. Thread:",3
32,10215,"#ExtinctionRebellion     #ClimateCrisis #ClimateAction  #GlobalWarming     #FridaysForFuture  #ClimateChange #Greenwashing  #Renewables     #ClimateStrike 

You've been fooled by Greta Thunberg:",2
33,10217,"Adenike Oladosu, inspired by #fridaysforfuture and Greta Thunberg, makes a passionate call for the youth to localise climate activism through the use of digital technology and innovation to propose solutions to #climatechange in Africa 🌍. #EarthChamps
https://t.co/A7OMQSdTJX",1
34,10221,"It's happened at Varanasi! 
Yes you heard right, FFF Varanasi has joined Litter free India RACE campaign and did plog walk. 

#ClimateCrisis #fridaysforfuture #Environnement @fffUttarPradesh @GretaThunberg @fridays_india @parents4future @StrikeClimate @UNEP https://t.co/ibMsUovdKx",3
35,10225,"Climate anxiety: 75% of young people worldwide find the future 'scary' #ClimateActionNow #ClimateEmergency #FridaysForFuture

https://t.co/dX4c9JVxU5",3
36,10264,"#SolarPoweredLife
#WeAreOfTheSun
#FridaysForFuture

New Year.
New Eneregy.

Today my #SolarArrays produced the record-breaking 27% of my battery's capacity since its arrival 2 weeks ago. This means a lot because: As I need a connector to use the main output of the Arrays, https://t.co/SyyZq9d2m7",1
37,10266,"#ClimateStrike #ClimateChange #ExtinctionRebellion #FridaysForFuture #Renewables #GlobalWarming 

My Strike Day 108! 🌳
  Please read the statement, see in this thread:",1
38,10273,"Climate action isn’t just for young people, it’s for everyone ✨🌎#FridaysForFuture #ClimateEmergency #ClimateAction",1
39,10274,"Climate strike week 108
Today was the global climate strike wooo!! Over 823 strikes took place around the world!
Join the climate movement and fight for climate justice. Fight for our present and our future.
#FridaysForFuture #PeopleNotProfit #PessoasNãoLucro #UprootTheSystem https://t.co/JUAx0J1gfV",1
40,10283,Keep calm &amp; always recycle. #SavetheOcean #crypto #opensea #NFTart #NFTcommunity #collectible #rt #NFT #ESG  #GoGreen #Sustainability #Plastic #Recycling #Fishyfriday #Environment #ClimateAction #PlasticPollution #uprootthesystem #fridaysforfuture #SeaHorseArmy,1
41,10289,"A press conference will be held by representatives of IMPACT, Fridays For Future Pakistan, and Youth Climate Activists Pakistan to put forward the climate demands.

Looking Forward To See You All!!
.
.
.
.
.
Tags: #climatechange #climatestrike #fffpk #fridaysforfuture https://t.co/x7QiVacyr6",3
42,10297,You must be the change you wish to see in the world. #Recycling #Fishyfriday #Environment #ClimateAction #PlasticPollution #uprootthesystem #fridaysforfuture #SeaHorseArmy,1
43,10306,"#ClimateStrike Week 44
Don't go behind Psychopathic Delusion! for Carbon Capture &amp; Energy Production ⚠♻
We Can't Watch our Future Being Destroyed 😣
We want Immediate #ClimateAction For our Planet
🌳🌎
Else its going to be too Late Until we Realize it❕
#FridaysForFuture
#twiff https://t.co/5Yfrom2qvV",1
44,10329,"CLIMATE STRIKE WEEK 1: I am striking against border walls and fences. How does this relate to climate change? They impede wildlife from migrating to a more suitable location when climate changes or warms, threatening their existence. #fridaysforfuture  https://t.co/VTOIB2Uump",2
45,10337,"#GlobalWarming #FridaysForFuture   #ClimateChange #Greenwashing #Renewables  #ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction        

You've been fooled by Greta Thunberg:",2
46,10338,"Hi Kertu,
Can I ask you to put your #ClimateStrike on the #FridaysForFuture map?
@twiff_bot can help you do that :)
#twiff, 5, #FridaysForFuture, Estonia
We're gonna make it more inclusive soon, so the bot can understand Estonian too",1
47,10340,"My Carbon footprints Of Transportation March, I Hope Next Time I'll Able To Reduce This, In Sha Allah.

#FridaysForFuture #StandForPlanet #UprootTheSystem #TogetherForOurPlanet #PeopleNotProfit https://t.co/oPYiyER6mG",1
48,10343,Vladimir Putin is a global warming accelerationist.  #CdnNatSec #FridaysForFuture,3
49,10353,"#FridaysForFuture - could there be two more different mindsets than a #Tory government that handicaps clean energy to support fossil fuel producers, and the young activoists around the world who inspire us to renew  outdated infrastructure for a better, more sustainable world?",1
50,10372,We celebrate change. Thank-you @Fridays4future. 'because of the young people who have been relentless in holding decision-makers to account.' says @antonioguterres Head of the United Nations. #FridaysForFuture #COP27 #airpollution #climatechange,1
51,10373,When do we understand the hybris of our species. 3 years to implement actions to stay under 2 degrees. Are we starting after the Olympic Games or is snow in Peking already one of them? #ClimateCrisis #GretaThunberg #FridaysForFuture  #precht #Lanz #zdf  https://t.co/QAKly3SSNO,1
52,10376,"Save Bees Save Trees Save Flowers Save Earth 
💐🌸🌹🌺🌻🌼🌷💮🏵️🌎🌍🌏
#FridaysForFuture #ClimateStrikeOnline #ClimateStrike
#DigitalStrike #NetzstreikFürsKlima #SaveCongoRainforest
@Fridays4future @fff_digital @SaveCongoForest https://t.co/c39EiSxV9k",1
53,10380,"#ClimateStrike 🇺🇬
I only say &amp; act "" #StopEACOP because We can't eat COAL, We can't drink OIL"".
Let's only promote a sustainable green economy &amp; planet. It should be #PeopleNotProfit.

@GretaThunberg @vanessa_vash @NakabuyeHildaF @Fridays4future
#FridaysForFuture #StopEACOP https://t.co/52RVgPkomk",1
54,10421,"We cannot allow the world to continue ignoring the impacts of the #ClimateCrisis,
We demand a world where people and planet are prioritized over profit. 
#Climatestrike #UprootTheSystem 
#fridaysforfuture https://t.co/ZN6cykxAeM",1
55,10426,4 year of #FridaysForFuture https://t.co/nctHgCLrbN,3
56,10432,"https://t.co/Uf1Hcx70Mn [Jojo Mehta] Executive Director @EcocideLaw Learn how criminalizing #ecocide, the severe and systemic harm to #Nature, can act as a #ClimateSolution. #ClimateJustice #StopEcocide #EndSARS #FridaysForFuture",1
57,10438,The blah blah is simply meant to lull us into believing that the COP process will save us. But the scientists all know that's not true. The COP process would only save us if the commitments were stronger and enforced. We need massive #FridaysForFuture turnouts. Please be there.,1
58,10464,"Have you registered your #ClimateStrike or #ClimateAction?
👇
https://t.co/GfFPnpmHBg

25 March #peoplenotprofit
Countries 69
Events 723
People 73,000+

Australia 8 events, Sweden near 50, UK 27, France, Canada look great!
Check👇
https://t.co/26T1X3q8V8
 #FridaysForFuture https://t.co/uNOL3UR3gf",1
59,10465,"The Earth is sick from ☠
We need #ClimateActionNow and Germany does not do enough!
Everyone can sign the Petition!✊
Making Germany independent from oil! ✍🙏⬇️
We need &gt; 50.000✍
https://t.co/xstF52i9sL

#FreeFromOil #ClimateCrisis #ClimateEmergency
#FreiVonÖl #FridaysForFuture https://t.co/uekzE8YSj8",1
60,10468,This is huge. The top climate scientist in the world basically accuses Manchin of crimes against humanity. @s_guilbeault @JustinTrudeau @GeorgeHeyman #fridaysforfuture,1
61,10470,"Go out and make change, but not randomly. Join forces. One option is #FridaysForFuture from 11 to noon at your legislature or city hall. On April 29th, @glen1macdonald and I will hold our 24th climate vigil at the south end of Queen's Park. Join us. BYOSigns.",1
62,10472,"If you're worried about plastics in the #oceans -
Why are you still eating fish+ 🐟🐬🐡🍱🍤🐙🐌🐚🐋🐢?

#ClimateAction #ActOnClimateGoVegan #FishFeel #GreatPacificGarbagePatch 
#plasticwaste #Aquaculture #microplastics #FridaysForFuture #OceanCleanup
#Vegan bc #Seaspiracy https://t.co/Xswb2dD8y9",1
63,10480,"Timely to the start of our #ParisAgreement vigil the sun is shining for full. #twiff, 3, #FridaysForFuture, Berlin @Bundestag Germany. Waiting for more people. We are here until 12. https://t.co/4UWm2hJuny",1
64,10487,"#GlobalWarming  #FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion  #ClimateAction #ClimateCrisis  

Solar + batteries = 265g CO2 kWh.
450g = soil rich with CO2 destroyed (installation) +
Toxic waste dump from panels production.",3
65,10488,"Instead of controlling the Environment for the benefit of the Population, perhaps it's time to control the population for the benefit of the environment.~🦋Linda J. Crane
#climate #SaveSoil #FridaysForFuture #conservation #biodiversity",1
66,10490,"Old growth forests promote biodiversity and protect water systems while encouraging formation of healthy soil. 

#fridaysforfuture #oldgrowth #ancientforest #protectourforests
#saveoldgrowth #savefairycreek #forests #betterwithforests #worthmorestanding #naturalasset https://t.co/XB6EuCnuTc",3
67,10508,"Sadly the UK media has demonised #InsulateBritain, as they've demonised #FridaysforFuture, the #GreenParty and #ClimateChange warnings over the years. The UK govt &amp; media are still in the pockets of the fossil fuel lobbyists. Insulating Britain should be taken seriously.",1
68,10515,"@GretaThunberg All I want for Christmas is millions more of you good and lovely people to... 

💚DEMAND MEANINGFUL CLIMATE ACTION💚

#FridaysForFuture
#ClimateStrike
#PeopleNotProfit https://t.co/Rhbq4I1B9N",1
69,10525,"Join Foundation for Equal Citizenship’s 3rd &amp; final webinar.
Climate Change: The Way Ahead 
Date: Feb 13, 2022, Sunday
Time: 8 PM India Time
https://t.co/6LnTf65tqK 
Meeting ID: 294 367 2827
Passcode: JAxdh9
#ffecindia #ClimateJustice  #ClimateActionNow #FridaysForFuture https://t.co/Dkp9SwJsxD",1
70,10533,"Happy #EarthDay!

One Earth, One Future

There is no planet B
#VoteBlue2022 for planet A

Hurt not the earth, neither the sea, nor the trees.

#PeopleNotProfit #FridaysForFuture https://t.co/cWX78WdIh7",1
71,10541,"#India least bothered over #ClimateCrisis. Majority argues they are preoccupied with their own devised Hindu-Muslim issues. Irony, #policymakers hiding the fact: #climate disaster will wipe everyone out along with progeny, or the threat is ignored?
#FridaysForFuture  @byadavbjp https://t.co/2LAESz7s9Y",1
72,10544,"#ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming  #FridaysForFuture #ClimateChange #Greenwashing  #Renewables #ClimateStrike      

You've been fooled by Greta Thunberg:",2
73,10547,@GretaThunberg One can say that oil is lazy saying that we don't have the brain power to come up with solutions other than digging a hole in the ground. #FridaysForFuture,1
74,10550,"Belvo chant, #FridaysforFuture Dublin, Week 199. @GretaThunberg https://t.co/1QkNXoY3J3",1
75,10552,"Stop Sumitomo Corporation and JICA from the Matarbari Coal Power Plant!
We have launched a campaign with @FFFinBD .
Please join our solidarity with #MAPA!

Sign the petition here: https://t.co/vGmFclXrCU

#PeopleNotProfit #FridaysForFuture #ClimateStrike https://t.co/EOTKoJ0hzA",1
76,10555,It's Friday and my support goes to #FridaysForFuture #ClimateStrikeOnline #ClimateStrike,1
77,10556,"What goes into the preparation of an IPCC report? All that you need to know in one place 
#IPCC #IPCCReport #ClimateAction #fridaysforfuture #climateaction #climate #podcast #missionshunya 
Listen to know more  https://t.co/8hxSvwohiy https://t.co/xz4IF65AOu",3
78,10562,"School strike for climate. We want a strong climate  action now and a sustainable future for all.
#SchoolStrike4Climate #FFFmapa #FridaysForFuture @Riseupmovt https://t.co/tgkFyE7zpf",1
79,10573,GretaThunberg: RT @Janemellett: #FridaysForFuture #Dublin Week180 #NationalBikeWeek #WorldBeeDay2022 @GretaThunberg #ClimateEmergency https://t.co/dkwsEioqLQ,3
80,10604,"Instead of suggesting FIRST the replacement of fossil fuels, climate bodies have started recommending strengthening early warning. At least 🔽 video says. It is clear that climate bodies now admit that stubborn policymakers will never change.
#FridaysForFuture #India #climate https://t.co/zClyK2Z9u0",3
81,10610,"Happy Friday, friends 🌹#FridayFeeling #FridaysForFuture https://t.co/wcWm8B4tKn",1
82,10613,"#Lebanon here we come! #TheLittleHelpers and I are so excited about this one. Come and join us at @Antoine_Online (virtually or in person in the Hamra store if you happen to be in #Beirut!) 💚
#childrensbooks #ClimateActionNow #FridaysforFuture #EVENT #edutwitter #book #CleanAir",1
83,10618,"There is no justification for actively destroying these beautiful eyes that looks from and into the future, for selfish and greedy therefore sightless eyes. #EyesWideShut
#handsoffmyplanet #yourmistakemyfuture #schoolstrike #fridaysforfuture #climatecrisis https://t.co/OBwPtznxTh",1
84,10621,@GretaThunberg School strike week 221. #FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/XqSg0ZwVqD,3
85,10623,"Will we reduce the number of cars 100 times 
Or build billions of batteries and kill with it our planet?

#Greenwashing #ClimateChange #ExtinctionRebellion #ClimateStrike #ClimateAction #GlobalWarming #FridaysForFuture",1
86,10634,Hashtag movement #FridaysForFuture as topic of the first presentation of Friday at #EUPRERA22 . A great start!,1
87,10657,"@LamechLamarch25 @ECOWARRIORSS @LushLtd @BeeAsMarine @WakioDorcas @parents4future @Plasticsimpact @KambojAnanya @vanessa_vash @waluwande @Sdg13Un Transforming 1 school 1 community at a time. #Treenursery, #Kitchengarden, #Orchard &amp; #Training 

Engage. Empower. Sustain

#ClimateCrisis #FridaysForFuture #SaveSoil #conservation #ClimateEmergency #ActNow",1
88,10667,"Please keep recording your actions to the map.
It helps people to find strikes near them.
You can use @twiff_bot to record your strike on the FFF map:
#twiff, 100, #FridaysForFuture, Ireland, Dublin",1
89,10671,"🗣️📢🆘🔥🌊🌍🌊🔥🆘🌿👇 Solidarity Greta, @GretaThunberg ✌️💚🌱 and fellow strikers..! 
Climate strike week 227: 
#FridaysForFuture #ClimateStrike 
#PeopleNotProfit 
SKOLSTREJK FOR KLIMATET: ✊🗣️📢",1
90,10676,"For his future - Global ClimateStrike 25 march Gothenburg @FFF_Sweden @FFF_goteborg @FFF_Stockholm @GretaThunberg ,@KlimatsamlGbg #FridaysForFuture https://t.co/TBH6L6hf1R",3
91,10681,".
Ten simple ways to act on #ClimateChange

via @arguedasortiz @BBCNews 

https://t.co/cl85lEkjBK

#ClimateAction #climate #renewables #NetZero #RacetoZero #ActOnClimate #climatejustice #ClimateEmergency #GlobalWarming #FridaysForFuture 
#",1
92,10688,@McKinsey The people should not travel....NYC needs to develop another business model...like @McKinsey.... We got a #ClimateCrisis and with all the consultancy business a bulshit crisis as well.. #FridaysForFuture,1
93,10690,"What can we do to fight the #ClimateCrisis  from Japan? | #TheJapanTimes #FridaysForFuture　https://t.co/dEkOtGjXtD 
#ClimateAction #ClimateEmergency #climate #ClimateStrike #ClimateJustice #environmentaljustice #environmental",3
94,10691,"‘Soon the world will be unrecognisable’: is it still possible to prevent total climate meltdown?

https://t.co/2o3S8m6t6g

#FridaysForFuture
#ClimateCrisis
#ClimateStrike
#ClimateDenial
#EndFossilFuels
#ClimateTalk
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees",3
95,10701,NO.  How one D and all Rs Doomed Climate legislation.  We need to elect a climate action Congress.  #ActOnClimate #FridaysForFuture,1
96,10719,Greenpeace: RT @GretaThunberg: School strike week 179. #FridaysForFuture #ClimateStrike #UprootTheSystem https://t.co/sU2RPMiB1O,3
97,10720,"We can now announce that the next global climate strike will be March 25th!
Join us - strike for climate reparations and justice, demand that the people in power prioritise #PeopleNotProfit  @GretaThunberg https://t.co/AHSSdoYt1q
Find out more 
@Fridays4future
#FridaysForFuture https://t.co/r7zYJLQ9Kw",1
98,10731,"My 104 weeks.
#climatestrikeonline 
#fridaysforfuture #climateaction                                
#ClimateEmergency
#NoWar https://t.co/kkMs7TGPUS",3
99,10738,"♻️Happy Global Recycling Day @globalrecyclingday 

🌎 Every year, the Earth yields billions of tons of natural resources and at some point, in the not too distant future, it will run out.
#ClimateCrisis #GlobalRecyclingDay #ClimateAction #FridaysForFuture #smallbusinesses https://t.co/Oe3d9QDcLG",1
100,10749,"FREDDY FENDER ""Wasted Days and Wasted Nights"" https://t.co/9JrpVPKRud #fridaymorning #FridaysForFuture time is 🆙 #ClimateEmergency is now. The future belongs to you! #cdnpoli #onpoli Jesus walked on 💦 I have no choice but to walk on #StolenLand. Bless my 👣 may they find good.",1
101,10752,"#GlobalClimateStrike #BristolYouthStrike4Climate
#Bristol - College Green, 11am - Today!
Join @bristolYS4C and thousands of young people demanding a solution to the #ClimateCrisis - starting with #StopBristolAirportExpansion
#SchoolsOut #FridaysForFuture https://t.co/W5n409ggEs",1
102,10756,"Today is a Friday for the Future! Together with Sebastian Vettel we are supporting the Fridays For Future movement and hereby spreading their messages from the streets to you for a peaceful world!
#FridaysForFuture #savetheplanet #PeaceForUkraine #PeopleNotProfit https://t.co/a2tJdWj0QN",1
103,10758,"#ClimateStrikeGlasgow protest underway! Marching to George Square @FFF_Glasgow
🌎 #SystemChangeNotClimateChange 
👀 Look out for the Socialist Worker Student Society #SWSS banner! 
#ClimateStrike
#ClimateEmergency 
#FridaysForFuture https://t.co/eJIps6rqOg",1
104,10773,"Happiest Birthday @NakabuyeHildaF #FridaysForFuture #ClimateStrike #PeopleNotProfit 
This has been the best way to celebrate your birthday with a strike
#BirthdayStrike https://t.co/bzJwTr1H49",1
105,10778,"The #ClimateCrisis wasn’t really on the agenda by any of the parties 😵, as @GretaThunberg mentioned in her speech at #fridaysforfuture last Friday 4/n",3
106,10783,"We were one of these #repair cafes, fixing items for the public and reducing waste and CO2 consumption, bit by bit. Persevering a little, really can save a lot when we try together. Thanks to @RecycleDevon #righttorepair #Sustainability #FridaysForFuture #community #volunteering https://t.co/dhaKHz8n1i",1
107,10784,"#fridaysforfuture 
One Earth One Family :
We must pay heed to Environment related issues for the sake of our future generations.
#EarthDay
https://t.co/GPWcwMoxoZ",1
108,10785,"Today is Earthday and Friday so Knut is standing up together to help this world 🌎💙 
_____________________________________
#fridaysforfuture #EarthDay #knutcoins 

Knuts conservation crypto token has only just begun but #polarbearsinternational will be the 1st beneficiary soon! https://t.co/PckjLqrO5J",1
109,10802,"""We cannot drink oil
We cannot eat coal""
We cannot allow coal - oil - nuclear lobbies (as they ARE in key political places ) to destroy Earth.
We The People of Mother Earth
#EarthIsSacred 
#FridaysForFuture",1
110,10804,"🌍🌿👇 Solidarity Brima....!✌️💚🌱 #Schoolstrikeforclimate Week 21: 🗣️📢🆘🔥🌊🌍🌊🔥🆘🗣️📢
#UprootTheSystem ✊🗣️📢🌍🗣️📢✊ #FridaysForFuture 🗣️📢🌿🌍🌱",3
111,10821,".@tree_adoptionug will join  @MinofHealthUG @min_waterUg &amp; @WHO Uganda World Health day celebrations by planting trees at the Ministry of Health Headquarters and Health Centers in and around Kampala. The trees 🌳 will absorb carbon and clean the air we breathe.
#FridaysForFuture https://t.co/G9xBeTsf3P",3
112,10825,"#Inktober #Inktober2022 Drawing Challenge.
As ink is not my usual medium, all drawings will be simple subjects. 

3 Oct: #Bat
black &amp; color ballpoint, PITT grey

We need to share the #planet with all #wildlife for balance and stability to nature's processes.
#FridaysForFuture https://t.co/RORb4r10uX",1
113,10826,"#ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange #FridaysForFuture #ClimateStrike #Renewables #Greenwashing #ExtinctionRebellion    

You've been fooled by Greta Thunberg:",2
114,10828,"Africa is only responsible for 3% of global CO2 emissions yet the African countries are most affected by the climate crisis.
#PeopleNotProfit 
#FridaysForFuture 
#Cameroon",3
115,10833,"On Fridays, go on strike for #TibetClimateCrisis. #Tibet is on the frontlines of the global #climatecrisis- losing eight billion tonnes of ice every year. 

JOIN THE ACTION: https://t.co/v4b93KyFEY
#FridaysForFuture #ClimateStrikeOnline #DigitalStrike #ClimateAction https://t.co/0wab8iTAzA",1
116,10835,#RacetoNetZero  “The race to zero has to move from pledging targets to delivering them.” #fridaysforfuture #savetheplanet https://t.co/A0Iempv5Ef https://t.co/BwU6DfKKUY,1
117,10842,"International Coastal Cleanup
#basilicata #terradimezzo #landscapephotography
#Sustainable
#FridaysForFuture #unwater #travelsouth https://t.co/RiCkxkoczs",3
118,10849,"Week 102. We need to protect and restore more forests and plant less monocultures and plantations. We are losing forests every day, their ecosystems are destroyed and biodiversity is lost. We need policies that care for nature, not exploit it. 
#FridaysForFuture https://t.co/Z5v1fVl39M",1
119,10856,"Today is global  strike day! Across the world people are uniting to strike, march &amp; protest to demand world leaders to prioritise #PeopleNotProfit !

Find more info at https://t.co/ug0sWriEgS

✊🏾💚 🌍
#FridaysForFuture #ClimateStrike",3
120,10860,"Join us Friday, March 25, 1:30pm, at Brooklyn Borough Hall for the New York City #GlobalClimateStrike, 2022
#FridaysForFuture
@FFF_NYC_",1
121,10864,"#ExtinctionRebellion #ClimateCrisis  #ClimateAction #GlobalWarming  #FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike                

You've been fooled by Greta Thunberg:",2
122,10868,"@pesteringRBC #NoMoreDirtyBanks #RBCisKillingMe
#ClimateCrisis #ClimateEmergency #FridaysForFuture 

Global Day of Climate Action 

RBC is the #1 funder of climate crisis is Canada. 

Coastal GasLink is pushing a pipeline through unceded Wet'suwet'en territory right now. https://t.co/ac5WfoACav",1
123,10872,"I planted these trees today in celebrating &amp; honouring all amazing mothers out there and  ofcourse to mother nature as well. 

Happy #MothersDay 🌱🌱.

#ClimateCrisis #FridaysForFuture #SaveSoil #conservation #ClimateEmergency #ClimateActionNow #GenerationRestoration https://t.co/G6kFN3wGJR",1
124,10877,"@GretaThunberg
https://t.co/ooC7DHTT0y
School strike week 185. #FridaysForFuture #ClimateStrike 
#PeopleNotProfit            
🌻 StandWithUkraine 🌻 https://t.co/DpRKbTThzB",3
125,10888,"Avoiding meat and dairy is ‘single biggest way’ to reduce your impact on Earth

https://t.co/BcOqKBW1ea

#ClimateCrisis
#MatOchKlimat
#ClimateTalk
#FridaysForFuture
#StandWithUkraine️
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees",1
